"date","depth","temperature"
2015-06-21,15,10.3416361625527
2015-06-21,16,9.96031233973501
2015-06-21,17,9.65970742387961
2015-06-21,18,9.31242050571959
2015-06-21,19,8.97347596930487
2015-06-21,20,8.55701374461372
2015-06-21,21,7.53180278252759
2015-06-21,22,7.25809170280104
2015-06-21,23,7.21043779150993
2015-06-21,24,7.09470139005878
2015-06-21,25,6.78903420634648
2015-06-22,0,22.1956318344338
2015-06-22,1,22.1956318344338
2015-06-22,2,22.1956318344338
2015-06-22,3,22.1955623508493
2015-06-22,4,22.0703510818583
2015-06-22,5,21.2496425378726
2015-06-22,6,17.8811349346416
2015-06-22,7,16.1777254323501
2015-06-22,8,14.7058441952682
2015-06-22,9,14.0323710052909
2015-06-22,10,13.2895279811988
2015-06-22,11,12.2446298292527
2015-06-22,12,11.575191792675
2015-06-22,13,11.1799517926358
2015-06-22,14,10.7480593220407
2015-06-22,15,10.3378968134056
2015-06-22,16,9.95368935429744
2015-06-22,17,9.65136626151141
2015-06-22,18,9.30294239816948
2015-06-22,19,8.96344501538735
2015-06-22,20,8.54755867847587
2015-06-22,21,7.53288621671893
2015-06-22,22,7.26528256416827
2015-06-22,23,7.21868277308058
2015-06-22,24,7.10763349610375
2015-06-22,25,6.8125965622438
2015-06-23,0,22.4019830214206
2015-06-23,1,22.4019830214206
2015-06-23,2,22.4019830214206
2015-06-23,3,22.4019338182349
2015-06-23,4,22.3826767494373
2015-06-23,5,21.9469144014223
2015-06-23,6,18.5556863891407
2015-06-23,7,16.5031030230633
2015-06-23,8,14.9706027385683
2015-06-23,9,14.149709432102
2015-06-23,10,13.4314309494307
2015-06-23,11,12.499820878045
2015-06-23,12,11.7516694068043
2015-06-23,13,11.3013266553144
2015-06-23,14,10.8545044229771
2015-06-23,15,10.4362091703581
2015-06-23,16,10.0410886379021
2015-06-23,17,9.73728648925712
2015-06-23,18,9.41107239193298
2015-06-23,19,9.0547256170783
2015-06-23,20,8.70079872223064
2015-06-23,21,7.91933327342315
2015-06-23,22,7.35098500724772
2015-06-23,23,7.24996118198439
2015-06-23,24,7.142286932002
2015-06-23,25,6.85695884909036
2015-06-24,0,22.460407296123
2015-06-24,1,22.460407296123
2015-06-24,2,22.4604056148367
2015-06-24,3,22.4596162339289
2015-06-24,4,22.4191533643711
2015-06-24,5,21.6827104403644
2015-06-24,6,18.0826999996083
2015-06-24,7,16.2445485440643
2015-06-24,8,14.785460974806
2015-06-24,9,14.0719489498443
2015-06-24,10,13.3011427515905
2015-06-24,11,12.2787084746004
2015-06-24,12,11.6131267212345
2015-06-24,13,11.2043348690364
2015-06-24,14,10.7622142295723
2015-06-24,15,10.3451898754016
2015-06-24,16,9.95546545495045
2015-06-24,17,9.64957904698454
2015-06-24,18,9.30045205593259
2015-06-24,19,8.96130639245589
2015-06-24,20,8.54645985766268
2015-06-24,21,7.56709947000659
2015-06-24,22,7.31061326055025
2015-06-24,23,7.26313399754811
2015-06-24,24,7.15840837172386
2015-06-24,25,6.88309135937771
2015-06-25,0,22.8054873786348
2015-06-25,1,22.7672890278827
2015-06-25,2,22.6762457809437
2015-06-25,3,22.6363164431544
2015-06-25,4,22.6050550109796
2015-06-25,5,22.1312304105434
